Date,Name,Year,Letterboxd URI
2018-09-17,Tampopo,1985,https://letterboxd.com/film/tampopo/
2018-09-24,Inside Man,2006,https://letterboxd.com/film/inside-man/
2018-09-24,Spectre,2015,https://letterboxd.com/film/spectre-2015/
2018-09-27,My Neighbor Totoro,1988,https://letterboxd.com/film/my-neighbor-totoro/
2018-09-28,Live by Night,2016,https://letterboxd.com/film/live-by-night/
2018-10-01,Blade of the Immortal,2017,https://letterboxd.com/film/blade-of-the-immortal/
2018-10-17,Public Enemies,2009,https://letterboxd.com/film/public-enemies-2009/
2018-10-25,Coco,2017,https://letterboxd.com/film/coco-2017/
2018-10-25,Collateral,2004,https://letterboxd.com/film/collateral/
2018-10-26,In Order of Disappearance,2014,https://letterboxd.com/film/in-order-of-disappearance/
2018-10-31,The Last Airbender,2010,https://letterboxd.com/film/the-last-airbender/
2018-11-05,The Titan,2018,https://letterboxd.com/film/the-titan/
2018-11-05,Righteous Kill,2008,https://letterboxd.com/film/righteous-kill/
2018-11-05,Swordfish,2001,https://letterboxd.com/film/swordfish/
2018-11-13,The Outsider,2018,https://letterboxd.com/film/the-outsider-2018/
2018-11-13,Acts of Vengeance,2017,https://letterboxd.com/film/acts-of-vengeance/
2018-11-13,Outlaw King,2018,https://letterboxd.com/film/outlaw-king/
2018-11-27,The Ballad of Buster Scruggs,2018,https://letterboxd.com/film/the-ballad-of-buster-scruggs/
2018-11-27,Sorry to Bother You,2018,https://letterboxd.com/film/sorry-to-bother-you/
2018-12-02,Venom,2018,https://letterboxd.com/film/venom-2018/
2018-12-02,Mile 22,2018,https://letterboxd.com/film/mile-22/
2018-12-06,Peppermint,2018,https://letterboxd.com/film/peppermint-2018/
2018-12-29,Bad Times at the El Royale,2018,https://letterboxd.com/film/bad-times-at-the-el-royale/
2018-12-31,Spider-Man: Into the Spider-Verse,2018,https://letterboxd.com/film/spider-man-into-the-spider-verse/
2018-12-31,Gringo,2018,https://letterboxd.com/film/gringo-2018/
2019-01-05,The Predator,2018,https://letterboxd.com/film/the-predator/
2019-01-05,BlacKkKlansman,2018,https://letterboxd.com/film/blackkklansman/
2019-01-10,Mandy,2018,https://letterboxd.com/film/mandy-2018/
2019-01-13,Split,2016,https://letterboxd.com/film/split-2016/
2019-01-20,Total Recall,1990,https://letterboxd.com/film/total-recall/
2019-01-22,Next,2007,https://letterboxd.com/film/next/
2019-01-24,The Commuter,2018,https://letterboxd.com/film/the-commuter/
2019-01-26,Paddington,2014,https://letterboxd.com/film/paddington/
2019-01-26,Widows,2018,https://letterboxd.com/film/widows-2018/
2019-01-27,The Standoff at Sparrow Creek,2018,https://letterboxd.com/film/the-standoff-at-sparrow-creek/
2019-01-27,Aquaman,2018,https://letterboxd.com/film/aquaman-2018/
2019-01-28,Witness,1985,https://letterboxd.com/film/witness/
2019-02-06,Paddington 2,2017,https://letterboxd.com/film/paddington-2/
2019-02-17,Raising Arizona,1987,https://letterboxd.com/film/raising-arizona/
2019-02-18,Inherent Vice,2014,https://letterboxd.com/film/inherent-vice/
2019-02-18,Kiss Kiss Bang Bang,2005,https://letterboxd.com/film/kiss-kiss-bang-bang-2005/
2019-02-19,The Favourite,2018,https://letterboxd.com/film/the-favourite/
2019-02-20,Braven,2018,https://letterboxd.com/film/braven/
2019-02-26,Bloodsport,1988,https://letterboxd.com/film/bloodsport/
2019-03-09,Heat,1995,https://letterboxd.com/film/heat-1995/
2019-03-09,Doom,2005,https://letterboxd.com/film/doom/
2019-03-10,The Emperor's New Groove,2000,https://letterboxd.com/film/the-emperors-new-groove/
2019-03-14,Hot Fuzz,2007,https://letterboxd.com/film/hot-fuzz/
2019-03-16,The Crew,2015,https://letterboxd.com/film/the-crew-2015/
2019-03-17,Hell or High Water,2016,https://letterboxd.com/film/hell-or-high-water/
2019-03-17,As Good as It Gets,1997,https://letterboxd.com/film/as-good-as-it-gets/
2019-03-21,The Fugitive,1993,https://letterboxd.com/film/the-fugitive-1993/
2019-03-21,Overlord,2018,https://letterboxd.com/film/overlord-2018/
2019-03-22,Destroyer,2018,https://letterboxd.com/film/destroyer-2018/
2019-03-23,The Silence of the Lambs,1991,https://letterboxd.com/film/the-silence-of-the-lambs/
2019-03-28,Akira,1988,https://letterboxd.com/film/akira/
2019-04-05,Bumblebee,2018,https://letterboxd.com/film/bumblebee/
2019-04-12,The Man from Nowhere,2010,https://letterboxd.com/film/the-man-from-nowhere/
2019-04-17,Ocean's Eleven,2001,https://letterboxd.com/film/oceans-eleven-2001/
2019-04-19,Ocean's Twelve,2004,https://letterboxd.com/film/oceans-twelve/
2019-04-21,Ocean's Thirteen,2007,https://letterboxd.com/film/oceans-thirteen/
2019-05-01,Captain Marvel,2019,https://letterboxd.com/film/captain-marvel/
2019-05-02,Avengers: Endgame,2019,https://letterboxd.com/film/avengers-endgame/
2019-05-03,Glass,2019,https://letterboxd.com/film/glass-2019/
2019-05-05,Shadow,2018,https://letterboxd.com/film/shadow-2018/
2019-05-07,Ant-Man and the Wasp,2018,https://letterboxd.com/film/ant-man-and-the-wasp/
2019-05-12,Shaft,1971,https://letterboxd.com/film/shaft/
2019-05-13,Shaft,2000,https://letterboxd.com/film/shaft-2000/
